title,date,publisher,venue,authors,abstract,요약
Hyperbaric oxygen therapy: An effective conservative treatment in medial tibial stress syndrome,2017-01-01,AkiNik Publications,International Journal of Orthopaedics Sciences,"Dr. SK Rai, Dr. VP Raman, Dr. Rohit Varma, Dr. CS Mohanty","Medial Tibial stress syndrome (MTSS) is one of the most common leg injuries in athletes and army soldiers, especially who are under training. Medial Tibial Stress Syndrome has been reported to occur frequently in military recruits, long distance runners, dancers, football /soccer players and gymnasts. The incidence of MTSS is reported as being between 6% and 32% in military personnel and athletes respectively. Medial Tibial stress syndrome is the condition that refers to pain on the posteromedial tibial border during exercise, after a long run or march past, with pain on palpation of the tibia over a length of at least 5 cm. Medial Tibial stress syndrome (MTSS) is an overuse injury or repetitive-stress injury of the shin area. Various stress reactions of the tibia and surrounding musculature occur when the body is unable to heal properly in response to repetitive muscle contractions and Tibial strain. Medial tibial stress syndrome (MTSS) also called as Shin Splints is a common term for shin pain during running. This is because shin pain and 'Shin Splints' can be due to several different conditions. One of the most common conditions which is frequently labeled as 'Shin Splints' is Medial Tibial Stress Syndrome. Daily Hyperbaric oxygen therapy (HBOT) was given for 50 days to each Army recruit and cadet who complained of shin pain. Overall, 98% of patients who received HBO therapy became pain free and could return to work faster. We concluded that hyperbaric oxygen therapy is an effective conservative treatment for Medial Tibial Stress Syndrome.","This paper investigates the effectiveness of hyperbaric oxygen therapy (HBOT) as a conservative treatment for medial tibial stress syndrome (MTSS), a common overuse injury in athletes and military personnel. The study found that 98% of patients undergoing HBOT experienced relief from pain and were able to return to their activities more quickly."
Knee Biomechanics during Side-Step Cutting and Performance on Return to Sport Tests: Retrospective Analysis Following Anterior Cruciate Ligament Re- Injury,2017-01-01,OMICS Publishing Group,International Journal of Physical Medicine &amp; Rehabilitation,"Pollard CD, Stearns Reider KM, Mia Katzel, Landel RF","Objective: Re-injury rates following anterior cruciate ligament reconstruction (ACLR) are elevated compared to rates for initial anterior cruciate ligament (ACL) injury. The purpose of this study was to examine three-dimensional knee mechanics in an individual who had undergone an ACLR and then went on to re-injure that reconstructed ACL.

Methods: The primary subject was a female soccer player, 18 months post-ACLR, who then re-injured her ACL 3 months after biomechanical testing and return to sport (RTS) testing. We conducted 3-dimensional biomechanical testing of her knee mechanics and performance on return to sport (RTS) tests prior to her ACL re-injury. In addition, we compared her knee mechanics prior to re-injury to a control group of healthy female soccer athletes to determine if any biomechanical differences existed that may have indicated risk for ACL re-injury.

Results: Our findings indicate that altered lower extremity biomechanics, previously associated with increased risk of ACL injury, are present following ACLR and return to sports participation despite a lack of marked bilateral differences in performance on return to sport tests.

Conclusion: These findings are consistent with those in the literature suggesting that subjects’ post-ACLR may be adopting a strategy that minimizes loading at the knee joint. While it is not known if this biomechanical pattern increases the risk for a re-injury event, it suggests that there are deficits present following ACLR that may not be addressed with rehabilitation and recognized with RTS testing prior to return to sports participation. These findings point to an important gap in the literature with regards to clinical predictors of ACL re-injury.","This study investigates the three-dimensional knee mechanics of a female soccer player who reinjured her anterior cruciate ligament (ACL) 18 months post-reconstruction. It reveals that altered lower extremity biomechanics linked to increased ACL injury risk persisted despite her performance being comparable to healthy athletes on return-to-sport tests, highlighting the inadequacies of current rehabilitation and testing protocols in predicting re-injury risk."
A Glance over Youth Footballers (Soccer) Injury Profile: Next Step Required to Be Professional,2017-01-01,ACT Publishing Group,International Journal of Orthopaedics,"Khatija Bahdur, Ricard Pruna","Youth football players are a special population of players. These developmental years play a key role in talent development and can build a good foundation for future success. Correct and age-appropriate training methods are essential for youth players, not just for development with regard to performance but also with regard to preventing injuries. Injuries sustained during the teenage years can create chronic problems for the player. This population is special because it is during these years that players undergo physical maturation, undergoing the changes within the body that is essential for the transition for child to adult. The rate and manner of physical maturation varies in each individual and planning around these changes is essential. Training loads, rest, and training types must be individualised to maximise progression as a player and prevent injury. The lower limbs are most susceptible to injury with the thighs, knee, ankles, groin and calf identified as common injury sites. In order to prevent injury, it is important to implement correct injury prevention methods and enhance the support and education of youth coaches in this regard.",This paper focuses on the injury profile of youth football players and highlights the importance of age-appropriate training methods to promote development and prevent injuries. It emphasizes the need for individualization in training loads and injury prevention strategies as the physical maturation of young players varies significantly.
Nutrition for Soccer,2017-01-01,Faculdade de Desporto,Revista Portuguesa de Ciências do Desporto,José A Rodrigues dos Santos,"Soccer is characterized by repeated sprint ability which is conditioned by the efficiency of both the anaerobic and aerobic energy systems.Energy supply for soccer performance relies directly on the nutritional habits, usually inadequate in many soccer players.So, correct nutrition is a crucial factor toward soccer highest performance.The type and quantity of foods and timing of meals can influence both sport performance and recovery's capacity.Optimal nutrition contributes to improve physical conditioning, mental accuracy and faster recovery after workouts or matches.Soccer players need to achieve good nutritional habits in order to get the body weight related to the maximum performance and to maintain health.This short review intended to establish some nutritional guidelines which can help soccer players to achieve and maintain an optimal body composition and maximize energy availability for training and matches.","This paper discusses the importance of nutrition in soccer, highlighting how adequate dietary habits are essential for optimizing both athletic performance and recovery. It provides guidelines for soccer players to achieve optimal body composition and maximize energy availability through proper meal timing and food choices."
A phenomenological analysis of the &amp;ldquo;body wisdom of passing&amp;rdquo; in soccer players,2017-01-01,"Japan Society of Physical Education, Health, and Sport Sciences","Taiikugaku kenkyu (Japan Journal of Physical Education, Health and Sport Sciences)","Michiyuki Terada, Atsushi Sano","In soccer, passing has a decisive influence on the match, and can be said to be one of the game's most important elements. Regardless of playing style, in order to win, soccer players must master the ability to deliver the ball accurately to teammates. Therefore, the training menu of coaches must ensure precise passing of the ball. Even if coaches teach this, the outcome depends on the skills of individual players. If it is possible to reduce the number of failed passes as far as possible, then a better strategy than the opposing team can be achieved. For this purpose, it is necessary to refine the “passing wisdom” of soccer players. As the importance of passing in soccer is widely recognized, a number of studies have addressed this aspect. For example, an attempt has been made to clarify the mechanical structure of the kick from a biomechanics perspective, and to clarify the structure of cognitive perception from a sports psychology perspective. However, to our knowledge, there has been no phenomenological analysis of “passing wisdom” in soccer players to date. In order to analyze this, a phenomenology (Bewegungslehre des Sport) perspective needs to be adopted, and this was done in the present study. This revealed the following 7 abilities: 1) The ability to sense other players' intention. 2) The ability to sense whether the criteria for successful action meet other players' intention. 3) The ability to construct a situation based on one's own analysis. 4) The ability to recognize the criteria for effective passing. 5) The ability to sense the receiver of the pass. 6) The ability to visualize the course of the pass. 7) The ability to apply the technique to a constructed situation based on one's own analysis.","This paper presents a phenomenological analysis of ""passing wisdom"" in soccer players, emphasizing its critical role in successful gameplay. Key findings identify seven essential abilities related to effective passing, such as sensing teammates' intentions and visualizing the path of the pass, highlighting the cognitive and perceptual dimensions of this crucial skill."
"The Effects of External Jugular Compression Applied during High Intensity Power, Strength and Postural Control Tasks",2017-01-01,Georg Thieme Verlag KG,Current Research: Concussion,"Christopher DiCesare, Kim Barber Foss, Staci Thomas, Daniel Schneider, Nicholas Edwards, Gregory Myer","Introduction Current strategies focused on mitigating concussion in sport have demonstrated limited effectiveness. There is a paucity of research on the optimization of intracranial brain dynamics to mitigate concussion; in the present study, we investigate a novel device that provides mild jugular vein compression and may provide adjunctive protection to protect the brain internally from concussive and sub-concussive impacts. The purpose of this study was to assess the tolerance and acceptance of this device in a population of normal, healthy adults undergoing exertion similar to that is experienced while participating in sports-related competition, while monitoring changes in their biomechanical, strength, power, and postural stability capabilities. Material and Methods A total 18 participants (8 females, 10 males) were tested and included in the final analysis. Laboratory data collection consisted of two separate testing sessions for all participants. During the first testing session, participants were tested while wearing either the mild jugular vein compression neck device or a sham arm device (Sham) that was worn on the upper arm and did not alter venous return; participants exchanged devices for the second session. Participants underwent a battery of physical and neurological tests that included three-dimensional (3-D) biomechanical analysis, dynamic postural control testing using a stabilometer, isokinetic strength testing using a dynamometer, and a maximum vertical jump test. Results Evaluation of vital biomechanics, postural control and dynamic stabilization, isokinetic strength, and power in this population showed no statistically significant effect of wearing a mild jugular vein compression neck device compared with a Sham armband. Conclusions The data evaluated in the current project indicate that the device is safe during high intensity and dynamic postural stabilization exercise and does not alter normal physical or neuromuscular capabilities during physical activity.","This paper investigates the effectiveness of a mild jugular vein compression device in mitigating concussion effects during high-intensity physical activities. The study found no statistically significant impact on biomechanics, strength, power, or postural stability in participants wearing the device compared to a sham arm device, suggesting that it is safe to use during dynamic exercises without altering physical capabilities."
Editorial: Desporto e Política,2017-01-01,Faculdade de Desporto,Revista Portuguesa de Ciências do Desporto,José Augusto Santos,"in Tables or Figures.-Do not duplicate information, and present only the most relevant results.-Importance of main results is to be explicitly stated.-Units, quantities and formulas are to be expressed according to the International System (SI units).-Use only metric units.","This paper discusses the intersection of sports and politics, emphasizing the necessity of clear presentation of relevant results in terms of tables and figures. It highlights the importance of following international standards for units and quantities in sports research."
Biomechanical Analysis of the Dominant Foot and Non-Dominant Foot during Shooting with the Internal Instep as a Basis for Soccer Specific Exercises,2017-01-01,Egypts Presidential Specialized Council for Education and Scientific Research,International Sports Science Alexandria Journal,"Ibrahim Gabr, Mansour Al-Maghraby","Scientific research is a necessity for advances in all fields, including sport.Specific problems of sports performance are closely related to coaches' work.Therefore, coaches depend heavily on evaluating technical performance as a major tool in this respect.Hammad, M. & Kishk, H. (2004) indicated that distinguished and high technical performance in soccer according to the game description and technical requirements should be consistent with performance requirements and game characteristics.Shooting with internal instep in soccer requires coordination and harmony among agonist and antagonist muscles working on the arm, trunk and leg.(6: 32-33) Mohamady, M. & Ali, M. (1998) indicated various playing positions of soccer players and this leads to various attack and defense duties for each player according to his playing position.Therefore, soccer players should master all technical skills as most skills require that the player should use both feet (left and right) in coordination especially in shooting with internal instep (9: 255) Alaa El-Din, G. & Al-Sabbagh, N. ( 2007) indicated that biomechanical analysis of sports performance is a vital scientific method for improving performance and developing training programs (2: 7) Hochmuth Gerard (1999) indicated that evaluating technical performance and using biomechanical analysis for skills help developing a vision about optimum performance (7: 78) Research Problem:Shooting with the internal instep is a basic soccer skill.It should be developed so as to be used effectively during the rare chances appearing for attackers during the match.Therefore, attackers, and soccer players in general, should concentrate on developing this skill for both feet (dominant and non-dominant).After reviewing several matches of The Egyptian League during 2014-2015 season, the researchers noticed that Egyptian soccer players depend only on one foot, the dominant one, to perform all required skills, especially shooting with internal instep.Furthermore, they neglect the other, non-dominant-foot completely.This leads to losing the ball if the player is pivoting on his dominant foot during receiving the ball as is not able to shoot with his non-dominant foot.The player receives the ball and continues playing without using the non-dominant foot as he is discouraged to use it for fear of not achieving his playing objectives.","This paper analyzes the biomechanical differences between the dominant and non-dominant feet in soccer shooting, emphasizing the importance of developing shooting skills with both feet for improved performance. It highlights a prevalent issue among Egyptian soccer players, who mainly rely on their dominant foot, potentially hindering their effectiveness during gameplay."
RISK FACTORS FOR ANTERIOR CRUCIATE LIGAMENT INJURY IN FEMALE FOOTBALL PLAYERS,2016-12-31,Fundacja Rehasport Clinic,"Issues of Rehabilitation, Orthopaedics, Neurophysiology and Sport Promotion - IRONS","Grygorowicz, Monika, Pawlak, Maciej","Women's football is a rapidly growing discipline.In the last 15 years we can observe significantly growing interest in women's football in Poland.However, the growth in the absolute number of players translates into statistical increase of the risk of injury.Many authors confirm that the risk of a serious knee injury is significantly higher in female than in male players.This is particularly true for anterior cruciate ligament (ACL) injuries, which occur from 2.2 to 6-7 times more often among women than men.The paper describes ACL injury factors; those non-modifiable and those, which can be modified by training, and thus the risk of injury might be reduced.","The paper discusses the increased risk of anterior cruciate ligament (ACL) injuries among female football players, highlighting that these injuries are 2.2 to 6-7 times more common in women compared to men. It identifies both non-modifiable and modifiable risk factors that can be addressed through training to potentially reduce the incidence of ACL injuries in this demographic."
Complex Preparation of Players 9-10 Years,2016-12-30,Richtmann Publishing,Academic Journal of Interdisciplinary Studies,"Mikel Cenaj, Vladimir Chernev, Edmond Biçoku","From the point of view of diversity of large sports and enthusiasm sports to people around the world, football is an impact phenomenal, which spectacle and attractiveness of extraordinary keeps to himself the interest and enthusiasm of billions of people of different ages and gender all over the planet.. The specific characteristics of football game of football activities require assessing in the content aspect of technique and tactics prerequisite for motor activity. According to some authors, technical player’s actions express a special process of expression of specific skills and are exclusively dependent on the level of motor skills players. Football is a sport that kind of game is always connected with the participation of two teams. The aim of the game is in accordance with the rules of competition to score more goals in the opponent's gate and take victory. Typical for the football game are actions that are performed especially in the lower limbs and less in other parts of the body. It is forbidden to play with hands except goalkeeper and prescribed in a particular area. Player who controls the ball aims succeeding his players through collective action and the efforts of all the team players to pass the field areas in order to reach the gate of the opposing team to score a goal. In general football as a collective game it provides excellent opportunities for personal and collective expression of the intellectual motor skills of people of different ages. DOI: 10.5901/ajis.2016.v5n3s1p565","The paper discusses the specific characteristics of football as a team sport, emphasizing the importance of technical skills and motor abilities in player performance. It highlights the essential role of collective action and coordination among players to achieve success in scoring goals, underscoring the game's appeal across diverse age groups and genders."
Mechanism of Anterior Cruciate Ligament Injury in Female Soccer Players,2016-12-28,Brieflands,Asian Journal of Sports Medicine,"Satoshi Kaneko, Shogo Sasaki, Norikazu Hirose, Yasuharu Nagano, Mako Fukano, Toru Fukubayashi","Background: The risk of anterior cruciate ligament (ACL) injury is higher in female soccer players than in male soccer players. The most common reason for non-contact ACL injury has been found to be a cutting or stopping maneuver combined with deceleration and landing from a jump. In a previous study, there was no difference in the incidence of ACL injury between offensive and defensive players and in the risk of ACL injury between goalkeepers and other players. Recently studies reported that the most frequent injury situation was pressing in male players. However, the most common type of situation associated with ACL injury in female soccer players has not been clarified. Objectives: The purpose of the present study was to identify the most common type of situation associated with ACL injury in female soccer players. Methods: We handed out questionnaires to 80 female soccer players with a history of ACL injury (90 ACL injuries). The players were asked about the injury characteristics, injury circumstance, maneuver being performed when the injury occurred, and playing type associated with the injury. The players responded to the questionnaire under the guidance of the medical staff of each team. Results: The 80 female soccer players reported a total of 90 ACL injuries during soccer. Among 55 non-contact injuries, 29 (55%) occurred during a cutting maneuver and 22 (44%) occurred during pressing. On assessing the frequency distributions of playing type (pressing vs. others) and body contact (contact vs. no contact), we found that non-contact injuries at pressing were significantly more common than contact injuries at pressing (odds ratio: 3.03; 95% confidence interval, 1.11 - 8.25, P = 0.036) Conclusions: ACL injury often occurs as non-contact injury during pressing at the time of defense, regardless of the playing area, in female soccer players.","The paper investigates the mechanisms behind anterior cruciate ligament (ACL) injuries in female soccer players, emphasizing the higher risk compared to male players. It finds that non-contact ACL injuries frequently occur during cutting maneuvers and pressing, with a significant prevalence of these injuries reported during defensive actions."
"All-Inside, All-Epiphyseal Anterior Cruciate Ligament Reconstruction in Skeletally Immature Athletes: Return to Sport, Incidence of Second Surgery, and 2-Year Clinical Outcomes",2016-12-27,SAGE Publications,The American Journal of Sports Medicine,"Frank A. Cordasco, Stephanie Watson Mayer, Daniel W. Green","Anterior cruciate ligament (ACL) injuries in skeletally immature athletes are increasing.To evaluate the 2-year clinical outcomes of all-inside, all-epiphyseal ACL reconstruction in skeletally immature athletes with 3 to 6 years of remaining growth, with a focus on return to sport and the incidence of second surgery.Case series; Level of evidence, 4.Twenty-three skeletally immature athletes were prospectively evaluated after all-epiphyseal ACL reconstruction utilizing a hamstring autograft. The athletes' age, sex, sport, mechanism of injury, radiographs, and magnetic resonance imaging (MRI) findings were noted. The evaluation included a physical examination, KT-1000 arthrometer measurements, isokinetic testing, and validated outcome scores. Standing radiographs and spoiled gradient recalled echo MRI scans were obtained at 6, 12, and 24 months postoperatively. A quality of movement assessment and return-to-sport performance analysis were also performed.Of the 23 athletes, 6 were female (mean age, 11.3 years), and 17 were male (mean age, 12.6 years). At a minimum follow-up of 2 years (range, 24-45 months), the mean International Knee Documentation Committee score was 94.6 ± 4.9, the mean Lysholm score was 97.9 ± 4.0, the mean Marx activity rating scale score was 13.4 ± 3.6, and the mean Hospital for Special Surgery Pediatric Functional Activity Brief Scale score was 23.9 ± 7.0. Lachman and pivot-shift test results were negative in all patients. The mean side-to-side difference on the KT-1000 arthrometer was 0.9 ± 0.5 mm and less tight on the operated side. No significant growth disturbances were noted; however, 6 athletes had a leg-length discrepancy of more than 5 mm (range, 6-18 mm). Two patients had overgrowth in the femur of more than 15 mm (16 mm and 18 mm). Two athletes (8.7%) required second surgery. The mean time to return to unrestricted activity was 13.5 months (range, 8-22 months).The all-inside, all-epiphyseal ACL reconstruction technique using a hamstring autograft demonstrates excellent subjective and objective clinical outcomes in skeletally immature athletes without physeal arrest.","This paper evaluates the 2-year clinical outcomes of all-inside, all-epiphyseal anterior cruciate ligament (ACL) reconstruction in skeletally immature athletes, focusing on return to sport and the incidence of second surgery. The study finds that this technique leads to excellent clinical outcomes with minimal complications, including only 8.7% of athletes requiring a second surgery and no significant growth disturbances recorded."
Game Profile–Based Training in Soccer: A New Field Approach,2016-12-20,Ovid Technologies (Wolters Kluwer Health),Journal of Strength and Conditioning Research,"Antonio Dello Iacono, Domenico Martone, Drazen Cular, Mirjana Milic, Johnny Padulo","Dello Iacono, A, Martone, D, Cular, D, Milic, M, and Padulo, J. Game profile-based training in soccer: a new field approach. J Strength Cond Res 31(12): 3333-3342, 2017-The aim of the study was to profile and compare the time-motion, physiological, and neuromuscular responses of both National Youth League (NYL) and UEFA Youth League (UYL) matches with those of an experimental game profile-based training (GPBT) protocol. Time-motion traits and physiological, perceptual, and neuromuscular responses were investigated in 24 male soccer players across 14 matches and 6 GPBT training sessions, for a total of 420 samples. The GPBT had a greater influence on time-motion traits and perceptual responses than the NYL and UYL matches (all p < 0.001). No significant GPBT vs. match differences were found for mean heart rate or blood lactate (F = 1.228, p = 0.304, and F = 0.978, p = 0.385, respectively). Finally, the GPBT protocol led to greater impairment of the neuromuscular explosive performances when compared with those of the postmatch scores (squat jump: F = 19.991, p < 0.001; countermovement jump: F = 61.703, p < 0.001). Results identified the GPBT protocol as characterized by relatively greater high-intensity workloads than official NYL and UYL matches, requiring increased demanding efforts. In light of these outcomes, the GPBT protocol can be considered an advantageous training method for elite soccer players, capable of stimulating the physical effort and physiological capabilities required during a match. This approach is favorable when designing a training intervention according to the principle of sport specificity, as it is based on the specific metabolic demands.","The paper investigates a game profile-based training (GPBT) protocol for soccer by comparing the time-motion, physiological, and neuromuscular responses during matches and training sessions. It finds that GPBT leads to greater high-intensity workloads and impacts neuromuscular performance more significantly than traditional matches, suggesting its effectiveness for enhancing training specificity in elite soccer players."
Toe-in Landing Increases the Ankle Inversion Angle and Moment During Single-Leg Landing: Implications in the Prevention of Lateral Ankle Sprains,2016-12-19,Human Kinetics,Journal of Sport Rehabilitation,"Yuta Koshino, Tomoya Ishida, Masanori Yamanaka, Mina Samukawa, Takumi Kobayashi, Harukazu Tohyama","Identifying the foot positions that are vulnerable to lateral ankle sprains is important for injury prevention. The effects of foot position in the transverse plane on ankle biomechanics during landing are unknown.To examine the effects of toe-in or toe-out positioning on ankle inversion motion and moment during single-leg landing.Repeated measures.Motion analysis laboratory.18 healthy participants (9 men and 9 women).Participants performed single-leg landing trials from a 30-cm high box under 3 conditions: natural landing, foot internally rotated (toe-in), and foot externally rotated (toe-out).4 toe-in or toe-out angles were calculated against 4 reference coordinates (laboratory, pelvis, thigh, and shank) in the transverse plane. Ankle inversion angle, angular velocity, and external moment in the 200 ms after initial foot-to-ground contact were compared between the 3 landing conditions.All toe-in or toe-out angles other than those calculated against the shank were significantly different between each of the 3 landing conditions (P < .001). Ankle inversion angle, angular velocity, and moment were highest during toe-in landings (P < .01), while eversion angle and moment were highest during toe-out landings (P < .001). The effect sizes of these differences were large. Vertical ground reaction forces were not different between the 3 landing conditions (P = .290).Toe-in or toe-out positioning during single-leg landings impacts on ankle inversion and eversion motion and moment. Athletes could train not to land with the toe-in positioning to prevent lateral ankle sprains.","This paper investigates the impact of toe-in and toe-out foot positioning on ankle biomechanics during single-leg landings, with a focus on preventing lateral ankle sprains. The findings reveal that toe-in landings lead to higher ankle inversion angles and moments, suggesting that athletes should be trained to avoid this landing position to reduce injury risk."
Effects of a Novel Neurodynamic Tension Technique on Muscle Extensibility and Stretch Tolerance: A Counterbalanced Crossover Study,2016-12-19,Human Kinetics,Journal of Sport Rehabilitation,"Max Pietrzak, Niels B.J. Vollaard","Neurodynamic tension affects hamstring extensibility and stretch tolerance and is considered important in hamstring injury management. Neurodynamic tension was postulated to affect segmental muscle extensibility and stretch tolerance and potentially also to demonstrate extrasegmental and contralateral effects.To assess the effects of a novel sciatic-tibial neurodynamic tension technique, the modified long sit slump (MLSS), on segmental, extrasegmental, and contralateral muscle extensibility and stretch tolerance.Counterbalanced crossover study.University research laboratory.13 healthy and active subjects (mean ± SD age 24 ± 8 y; BMI, 23.1 ± 2.8 kg/m2).MLSS application (5 s, 5 repetitions, 3 sets) on 2 occasions with a 3-wk washout period, and either stance- or skill-leg treated in a counterbalanced manner.Segmental and extrasegmental muscle extensibility was measured using passive straight-leg raise (PSLR) and prone knee bend (PKB) at pre-, immediately post-, and 1 h postintervention. Stretch-intensity ratings were measured using a simple numerical rating scale (SNRS).MLSS significantly increased PSLR and PKB bilaterally (P < .001). The effect for PSLR was greater in the ipsilateral leg compared to the contralateral leg (baseline to 1 h post: +9° ± 6° and +5° ± 5°, respectively, P < .001) but not for PKB (baseline to 1 h post: ipsilateral leg +5° ± 5°, contralateral leg +5° ± 4°). For both PSLR and PKB the effect of the first session was retained at the start of the second session 3 wk later. SNRS data were consistent with increased stretch tolerance.Application of a novel sciatic-tibial neurodynamic tension technique, the MLSS, increases muscle extensibility and stretch tolerance segmentally, extrasegmentally and contralaterally.2C outcomes research.","The paper investigates the impact of a novel neurodynamic tension technique, the modified long sit slump (MLSS), on hamstring muscle extensibility and stretch tolerance in healthy, active individuals. Findings indicate that MLSS significantly improves segmental and extrasegmental muscle extensibility, with sustained effects observed after a three-week washout period."
Rehabilitation of hamstring muscle injuries: a literature review,2016-12-16,Georg Thieme Verlag KG,Revista Brasileira de Ortopedia (English Edition),"Gabriel Amorim Ramos, Gustavo Gonçalves Arliani, Diego Costa Astur, Alberto de Castro Pochini, Benno Ejnisman, Moisés Cohen","Hamstring injuries are among the most frequent in sports. The high relapse rate is a challenge for sports medicine and has a great impact on athletes and sport teams. The treatment goal is to provide the athlete the same functional level as before the injury. Thus, functional rehabilitation is very important to the success of the treatment. Currently, several physical therapy modalities are used, according to the stage of the lesion, such as cryotherapy, laser therapy, therapeutic ultrasound, therapeutic exercise, and manual therapy. However, the evidence of the effectiveness of these modalities in muscle injuries is not fully established due to the little scientific research on the topic. This article presents an overview of the physiotherapy approach in the rehabilitation of hamstring muscle injuries.As lesões dos isquiotibiais estão entre as mais frequentes do esporte. A alta taxa de recidivas representa um desafio para a medicina esportiva e apresenta grande impacto para atletas e clubes esportivos. O objetivo do tratamento é proporcionar ao atleta o mesmo nível funcional anterior à lesão. Dessa forma, a reabilitação funcional é muito importante para o sucesso do tratamento. Atualmente, usam-se várias modalidades fisioterápicas de acordo com o estágio da lesão: crioterapia, laserterapia, ultrassom terapêutico, terapia manual e cinesioterapia. Entretanto, as evidências da eficácia dessas modalidades nas lesões musculares ainda não estão completamente estabelecidas, devido à baixa investigação científica sobre o tema. O presente artigo apresenta uma revisão sobre a abordagem fisioterápica na reabilitação das lesões musculares de isquiotibiais.","This paper reviews the rehabilitation approaches for hamstring muscle injuries, which are prevalent in sports and pose significant challenges due to high rates of recurrence. It discusses various physiotherapy modalities used in treatment, such as cryotherapy and therapeutic exercise, while highlighting the need for more scientific evidence to establish their effectiveness."
Assessing the Effectiveness of the Functional Movement Screen in Predicting Noncontact Injury Rates in Soccer Players,2016-12-15,Ovid Technologies (Wolters Kluwer Health),Journal of Strength and Conditioning Research,"Paul D. Smith, Michael P. Hanlon","Smith, PD, and Hanlon, D. Assessing the effectiveness of the functional movement screen in predicting noncontact injury rates in soccer players. J Strength Cond Res 31(12): 3327-3332, 2017-This study assessed if the Functional Movement Screen (FMS) can accurately predict noncontact injury in adult soccer players when normalizing noncontact injury occurrence against match exposure levels. Senior male players (n = 89) from 5 League of Ireland semiprofessional clubs participated in the study (mean age = 23.2 ± 4.4 years; mean height = 179.5 ± 6.6 cm; mean body mass = 77.5 ± 7.8 kg). Participants performed the FMS during preseason, and their injury occurrence rates and match minutes were tracked throughout 1 season. In total, 66 noncontact injuries were recorded. No significant difference was found in FMS composite scores between players receiving noncontact injuries and players not suffering a noncontact injury (p = 0.96). There was no significant difference in exposure-normalized noncontact injury incidence between those scoring 14 or below and those scoring above 14 on the FMS (0.36 vs. 0.29 non-contact injuries per player per 1,000 match minutes). Players scoring 14 or below on the FMS had an odds ratio of 0.63 (p = 0.45; 95% CI = 0.19-2.07) of receiving a noncontact injury. Despite previous research showing links between low FMS composite scores and subsequent injury, these results suggest that the FMS cannot accurately predict a male soccer player's likelihood of receiving a noncontact injury and that a lower FMS composite score does not significantly increase their noncontact injury incidence rate per 1,000 match minutes. Caution should therefore be used when using the FMS as a predictor of noncontact injury, and pain prevalence during the FMS, previous injuries, and training/match exposure levels should also be taken into account.","This study evaluates the effectiveness of the Functional Movement Screen (FMS) in predicting noncontact injury rates among male soccer players. The findings indicate that there is no significant correlation between FMS scores and the incidence of noncontact injuries, suggesting that reliance on FMS as a predictive tool for such injuries may be misplaced."
No Effect of Generalized Joint Hypermobility on Injury Risk in Elite Female Soccer Players: A Prospective Cohort Study,2016-12-14,SAGE Publications,The American Journal of Sports Medicine,"Donna Blokland, Karin M. Thijs, Frank J.G. Backx, Edwin A. Goedhart, Bionka M.A. Huisstede","Background: Although it has been suggested that generalized joint hypermobility (GJH) is a risk factor for injury in soccer players, it remains unclear whether this applies to elite female soccer players. Purpose: To investigate whether GJH is a risk factor for injury in elite female soccer players. Study Design: Cohort study; Level of evidence, 2. Methods: Elite female soccer players in the Netherlands were screened at the start of the 2014-2015 competitive season. GJH was assessed using the Beighton score. Soccer injuries and soccer exposure were registered throughout the entire season. Poisson regression was performed to calculate incidence risk ratios (IRRs) using different cutoff points of the Beighton score (≥3, ≥4, and ≥5) to indicate GJH. Results: Of the 114 players included in the study, 20 were classified as hypermobile (Beighton score ≥4). The mean (±SD) injury incidence per player was 8.40 ± 9.17 injuries/1000 hours of soccer, with no significant difference between hypermobile and nonhypermobile players. GJH was not a risk factor for injuries when using Beighton score cutoff points of ≥3 (IRR = 1.06 [95% CI, 0.74-1.50]; P = .762), ≥4 (IRR = 1.10 [95% CI, 0.72-1.68]; P = .662), or ≥5 (IRR = 1.15 [95% CI, 0.68-1.95]; P = .602). Similarly, GJH was not a significant risk factor for thigh, knee, or ankle injuries evaluated separately. Conclusion: This study indicates that GJH is not a risk factor for injuries in elite female soccer players, irrespective of Beighton score cutoff point. Hypermobile players at this elite level might have improved their active stability and/or used braces to compensate for joint laxity.","This study investigates whether generalized joint hypermobility (GJH) poses an injury risk for elite female soccer players by analyzing injury incidence and GJH assessment using the Beighton score. The findings reveal that GJH does not significantly increase the risk of injuries among these players, suggesting potential compensatory mechanisms such as enhanced stability or the use of braces."
